"","car_specs","price","mileage","stringAsFactors"
"12423","2018 Mercedes-Benz GLS450 DVD,AMG NIGHT PKG,INTELLIGENT DRIVE PKG,DESIGNO","$37,988","146,918 km",FALSE
"12424","2018 Jeep Grand Cherokee Summit 4x4","$38,888","52,478 km",FALSE
"12425","2018 Nissan Pathfinder | HEATED/VENTED SEATS | 3RD ROW | REAR CAMERA","$20,995","151,476 km",FALSE
"12426","2023 BMW X3 PREMIUM PKG, PANOROOF, NAVI,CARPLAY, LED LIGHTING","$49,999","34,826 km",FALSE
"12427","2018 Mercedes-Benz Metris Passenger Van 126  WB/8 Passengers/Leather/Navi/Camera","$27,999","166,000 km",FALSE
"12428","2018 Chevrolet Equinox FWD 4dr LT w-1LT","$17,499","100,236 km",FALSE
"12429","2018 Honda Accord SUNROOF | ALLOYS | REMOTE START","$17,770","192,866 km",FALSE
"12430","2018 Hyundai Elantra GLS | No Accidents | Certified |","$13,999","126,662 km",FALSE
"12431","2018 Chevrolet Silverado 1500 LT 4WD Crew Cab Z71Package Navigation","$19,498","212,041 km",FALSE
"12432","2018 Audi A3 Sportback e-tron E Tron Plug In Hybrid | Technik | Fuel Saver","$22,998","109,650 km",FALSE
"12433","2018 Ford F-150 XLT 4WD SuperCrew 5.5' Box/ 2.3 L ECOBOOST ENGINE","$18,898","172,759 km",FALSE
"12434","2018 Toyota Corolla LE | Accident Free","$18,444","122,878 km",FALSE
"12435","2018 Jeep Compass Altitude 4x4","$18,900","91,421 km",FALSE
"12436","2024 GMC SIERRA 2500HD AT4 AT4 4X4 CREW CAB | 6.6-LITER DURAMAX V8 DIESEL","$93,903","33,462 km",FALSE
"12437","2018 Hyundai Tucson Noir AWD Pano Sunroof Navi Heated Front Seats","$19,368","123,287 km",FALSE
"12438","2018 Chevrolet Sonic LT","$13,487","110,213 km",FALSE
"12439","2021 Volvo XC60 T6 AWD Momentum CLEAN CARFAX|PANORAMIC ROOF|POWER","$37,898","50,135 km",FALSE
"12440","2017 Audi A6 Progressiv/360 CAM/NAV/BOSE/DRIVE ASSIST/ROOF","$24,898","82,662 km",FALSE
"12441","2018 Ford Transit Cargo Van Your #1 choice for Wholesale Vans.","$28,985","166,000 km",FALSE
"12442","2021 Kia Forte APPLE/ANDROID CARPLAY* REARVIEW CAMERA* HEATED STD","$18,499","106,355 km",FALSE
"12443","2021 Toyota RAV4 ONE OWNER - LEATHER - SUNROOF -","$35,495","99,996 km",FALSE
"12444","2021 Toyota Tundra CrewMax SR5 Black Friday Sales Event","$46,499","91,571 km",FALSE
"12445","2022 Volkswagen Tiguan TrendlineONE-OWNER, ACCIDENT-FREE, CLOTH, BACKUP C","$27,287","82,516 km",FALSE
"12446","2023 Lexus NX 350 F SPORT 2! AWD! HEADS UP DISPLAY FACTORY WARRANTY","$52,895","36,395 km",FALSE
"12447","2023 Ford F-150 ROUSH UPGRADED PACKEGE/SUPERCHARGED/RARE/UPGRADED","$89,995","24,003 km",FALSE
"12448","2018 Honda Civic Sedan","$20,990","94,717 km",FALSE
"12449","2018 Mercedes-Benz S-Class S 560 4MATIC Sedan Premium","$61,999","102,000 km",FALSE
"12450","2018 Subaru WRX Sport/Sunroof/Many Upgrades//Back Up Cam/Bluetooth","$23,998","52,000 km",FALSE
"12451","2018 Mercedes-Benz B-Class B 250 4MATIC Sport PACKAGE","$15,888","110,530 km",FALSE
"12452","2016 Dodge Charger SXT RWD | Heated Sport Seats | Sunroof | Auto Temp","$15,762","142,794 km",FALSE
"12453","2018 Mercedes-Benz G-Class AMG G 63 4MATIC SUV","$82,985","122,125 km",FALSE
"12454","2018 BMW 2 Series 230i Cabriolet xDrive AWD w/ Apple CarPlay & Andro","$31,590","49,593 km",FALSE
"12455","2018 Hyundai Sonata Sport | Moonroof | Apple Carplay | Heated Seats |","$14,397","182,199 km",FALSE
"12456","2018 Dodge Journey Canada Value Pkg | Low Mileage | Clean Carfax |","$16,947","97,718 km",FALSE
"12457","2018 Mazda Mazda3 GT w/ Heated Steering Wheel, Heated Front Seats, R","$15,990","119,562 km",FALSE
"12458","2018 Honda CR-V EX-L AWD w/ Apple CarPlay & Android Auto, Dual Zon","$24,790","82,559 km",FALSE
"12459","2018 Lexus ES 350 w/ Nav, Dual Zone A/C, Rearview Cam","$24,990","93,943 km",FALSE
"12460","2018 Chevrolet Cruze LT w/ Apple CarPlay & Android Auto, Heated Front S","$13,990","58,057 km",FALSE
"12461","2018 MINI 5 Door Cooper w/ Heated Front Seats, Rearview Camera, Cru","$17,590","37,953 km",FALSE
"12462","2020 Honda Odyssey Touring | Heat/Cool Seats | Sunroof | HondaSense","$43,999","64,866 km",FALSE
"12463","2018 Toyota RAV4 XLE No Accident/Power Seat/Alloy/Blind Spt","$24,888","71,959 km",FALSE
"12464","2018 Honda Accord Sedan Sedan 2.0T Sport (SORRY SOLD SOLD SOLD)","$26,988","56,893 km",FALSE
"12465","2018 BMW 3 Series 330i xDrive","$23,950","83,535 km",FALSE
"12466","2018 Volkswagen Atlas Highline 3.6 FSI 4MOTION","$21,888","166,995 km",FALSE
"12467","2018 Chevrolet Silverado 1500 4WD Crew Cab 143.5  Work Truck COMING SOON!","$22,888","183,944 km",FALSE
"12468","2018 Honda Civic Sedan EX CVT Accident Free | Heated Seats | VERY L","$22,699","28,862 km",FALSE
"12469","2018 Ford Fusion Energi FUSION | PHEV | TITANIUM | WINTER TIRES W/ RIMS","$20,980","61,847 km",FALSE
"12470","2018 Ford Edge SEL CERTIFIED! 2.0 4 CYLINDER, ONE OWNER ONTARIO","$17,887","100,823 km",FALSE
"12471","2018 Nissan Sentra S CERTIFIED! ONLY 25,000KM. AUTOMATIC, AIR","$15,497","25,247 km",FALSE
"12472","2023 Chevrolet Corvette 3LT Z51 Coupe MagRide Ground FX","$108,988","2,761 km",FALSE
"12473","2018 Porsche Macan S AWD/One owner/New tires/ Premium Plus","$35,999","82,000 km",FALSE
"12474","2018 Ford Escape SEL 4WD Black Friday Sales Event","$9,606","230,394 km",FALSE
"12475","2018 Jeep Compass NORTH | 4x4 | Backup Cam | Bluetooth | PushStart","$17,950","84,000 km",FALSE
"12476","2018 BMW X3 M40i/ PANO/ HUD/ NAV/ CAM/ CARPLAY/ DRIVING ASSIST","$32,898","72,894 km",FALSE
"12477","2018 Toyota C-HR XLE | ALLOYS | NO ACCIDENTS | HEATED SEATS | FWD |","$18,521","121,241 km",FALSE
"12478","2018 MINI Clubman COOPER ALL4 - LEATHER/ BACK UP CAMERA","$13,987","125,938 km",FALSE
"12479","2018 Jaguar E-Pace P300 | AWD | R-DYNAMIC | SE","$23,910","121,016 km",FALSE
"12480","2018 Chevrolet Equinox PREMIER AWD - ONE OWNER/REMOTE START/PWR LIFTGATE","$20,837","86,892 km",FALSE
"12481","2018 Jeep Cherokee","$13,500","235,376 km",FALSE
"12482","2022 Audi Q7 Technik","$58,800","69,150 km",FALSE
"12483","2018 Chevrolet Silverado 1500 4WD CREW CAB **1 OWNER-BACK UP CAMERA-CERTIFIED**","$20,888","170,000 km",FALSE
"12484","2018 Toyota Camry Hybrid SE Auto","$27,888","93,472 km",FALSE
"12485","2018 BMW X5 xDrive35i|Clean Carfax|1Owner|Fully Loaded|Low KMs","$38,995","44,182 km",FALSE
"12486","2018 Chevrolet Equinox All Wheel Drive|Back Up Camera|Clean Carfax|Low Km","$18,995","110,508 km",FALSE
"12487","2018 Lamborghini Huracan Performante 631 hp! Forged Carbon Composite","$345,998","17,148 km",FALSE
"12488","2018 Audi Q3 Progressiv - Navigation Package - No Accidents","$20,995","115,970 km",FALSE
"12489","2018 Honda Civic Sedan LX | HEATED SEATS | REAR CAM | BLUETOOTH | ECON","$20,999","62,896 km",FALSE
"12490","2018 Mitsubishi Outlander ES AWC","$17,985","95,218 km",FALSE
"12491","2018 Honda Civic Sedan w/Honda Sensing","$17,500","116,209 km",FALSE
"12492","2019 Chevrolet Corvette 2dr Z06 Cpe w-3LZ, 650 HP Automatic","$109,900","17,600 km",FALSE
"12493","2018 Toyota C-HR XLE | NO ACCIDENTS | HEATED SEATS | REAR CAM | FWD","$22,777","54,836 km",FALSE
"12494","2018 Jeep Compass TRAILHAWK | ONE OWNER | HEATED WHEEL | ALLOYS |","$19,999","79,086 km",FALSE
"12495","2018 Land Rover Discovery SE Td6 4WD DIESEL/NAVI/ DUAL SUNROOF","$31,510","62,559 km",FALSE
"12496","2018 Ram ProMaster Cargo Van Your #1 choice for Wholesale Vans.","$25,985","182,000 km",FALSE
"12497","2018 Audi Q5 Technik|QUATTRO|S-TRONIC|NAV|BANGOLUFSEN|AMBIENT|+","$29,987","78,405 km",FALSE
"12498","2018 Hyundai Elantra GLS*Carplay*Leather*Roof*No Accidents*","$12,900","160,000 km",FALSE
"12499","2018 MINI Countryman S | Loaded | Nav | HK Sound | No Accidents!","$29,000","61,753 km",FALSE
"12500","2018 Hyundai Santa Fe NO ACCIDENTS     ALL CREDIT APPROVED","$20,188","109,717 km",FALSE
"12501","2018 Audi S5 Sportback Technik","$36,990","89,000 km",FALSE
"12502","2024 MINI Countryman S 4CYL, ALL4, PANOROOF,NAVI,APPLE CARPLAY,LANE DEP","$40,999","19,120 km",FALSE
"12503","2018 Honda CR-V TOURING AWD | LEATHER | SUNROOF | LOW KMS! | NAV","$27,827","64,830 km",FALSE
"12504","2018 Lincoln MKZ HYBRID RESERVE | MASSAGE | LUXURY + TECH PKG | NAV","$17,442","151,027 km",FALSE
"12505","2018 Buick Enclave Essence AWD- Hands-Free Liftgate | Sunroof","$21,910","97,250 km",FALSE
"12506","2018 Lexus RC RX350 F-Sport- Heated Steering Wheel | Leather","$33,910","83,251 km",FALSE
"12507","2018 Jeep Grand Cherokee TRAILHAWK | 4X4 | V8 | HEATED SEATS | BRIGHT WHITE","$26,995","153,086 km",FALSE
"12508","2018 Ford Mustang ECOBOOST PREMIUM |CONVERTIBLE | BLACK APP. PKG|NAV","$27,888","92,620 km",FALSE
"12509","2018 Toyota Tacoma TRD OFF ROAD  CREW CAB","$31,892","190,465 km",FALSE
"12510","2018 Porsche Macan Winter Tires, HTD/Cooled Seats, Pano Roof","$33,488","80,124 km",FALSE
"12511","2018 Honda Accord TOURING | NAV | LEATHER | SUNROOF","$25,492","92,611 km",FALSE
"12512","2022 Mercedes-Benz GLS450 4MATIC NAV/NIGHT/IDP","$90,850","38,500 km",FALSE
"12513","2018 Honda Civic EX | SUNROOF | LANE WATCH | PUSH BUTTON","$21,495","73,556 km",FALSE
"12514","2018 Acura TLX A-Spec|SH-AWD|ELITE|NAV|ELSAUDIO|LEATHER|360CAMERA","$28,998","100,605 km",FALSE
"12515","2018 Nissan Rogue SV AWD, REMOTE START, BLUETOOTH, 17"" ALLOYS, BACK","$17,991","95,313 km",FALSE
"12516","2018 Ford F-150 LARIAT | 3.5 ECOBOOST | BLIND SPOT | 20"" WHEELS","$36,994","86,078 km",FALSE
"12517","2018 Honda Civic Coupe EX-T Manual","$20,964","64,577 km",FALSE
"12518","2018 Ford Fusion SE Low Kms, Local Trade","$16,788","65,511 km",FALSE
"12519","2018 Volkswagen Passat","$23,985","86,708 km",FALSE
"12520","2018 Honda Odyssey EXL One Owner No Accidents","$31,900","97,841 km",FALSE
"12521","2018 Volvo XC90 MOMENTUM","$24,674","153,756 km",FALSE
"12522","2021 GMC Sierra 2500","$63,995","108,372 km",FALSE
"12523","2018 Ford Escape SE - 4WD ACCIDENT FREE | VALUE PRICED","$15,990","96,032 km",FALSE
"12524","2018 Jeep Grand Cherokee Overland Leather | Panoramic Roof | Navigation","$21,990","165,623 km",FALSE
"12525","2018 Mercedes-Benz GLE GLE 400, NAVI, PANO, 360CAM, B.SPOT, NOACCIDENT","$30,650","96,000 km",FALSE
"12526","2018 Nissan Murano SV, AWD, NAVI, PANO, BACKUPCAM, B.SPOT, ONEOWNER,","$14,950","164,000 km",FALSE
"12527","2018 GMC Terrain SLE REAR VISION CAMERA / HEATED FRONT SEATS / POWE","$28,499","108,732 km",FALSE
"12528","2018 Dodge Grand Caravan GT  *ALL CREDIT*FAST APPROVALS*LOW RATES*","$31,988","129,855 km",FALSE
"12529","2018 Ram 1500 Sport 4x4 Crew Cab 6'4 Box *Ltd Avail*","$26,788","180,357 km",FALSE
"12530","2018 Toyota C-HR XLE |EcoMode|BkpCam|","$22,195","63,586 km",FALSE
"12531","2018 Audi Q3 2.0 TFSI quattro Progressiv Tiptronic ONE OWNER","$17,950","123,452 km",FALSE
"12532","2021 Kia Telluride SX LIMITED AWD","$39,500","76,511 km",FALSE
"12533","2018 Honda Civic Hatchback Sport Manual","$19,990","137,702 km",FALSE
"12534","2018 Mercedes-Benz C-Class SALES PENDING ---360 CAMERA/ELECTRIC BACK TRUNK","$23,800","102,066 km",FALSE
"12535","2018 Nissan Frontier 4X4 | SV | GREAT CONDITION","$24,488","104,125 km",FALSE
"12536","2018 Mercedes-Benz S-Class 4dr Sedan S 560 4MATIC LWB BURMESTER LANE KEEP 360","$54,950","84,000 km",FALSE
"12537","2018 BMW X3 M40i All-WHEEL DRIVE SPORTS ACTIVITY VEHICLE PREMI","$36,950","87,000 km",FALSE
"12538","2018 Kia Optima EX Auto","$10,000","195,669 km",FALSE
"12539","2018 Nissan Pathfinder SV Tech V6 4x4 at","$23,595","57,008 km",FALSE
"12540","2018 Land Rover Discovery Sport HSE Luxury, NAVI, PANO, BACKUPCAM, NOACCIDENT, B.S","$19,450","145,000 km",FALSE
"12541","2018 Honda Odyssey","$28,995","102,588 km",FALSE
"12542","2020 Kia Optima Heated Steering, Leather, Backup Camera, Carplay","$20,599","71,514 km",FALSE
"12543","2018 Hyundai Elantra GL Auto","$18,000","28,090 km",FALSE
"12544","2018 Hyundai Elantra SE","$13,995","121,000 km",FALSE
"12545","2018 Chrysler Pacifica S PKG | 8 PASSENGER | DVD | NAV | SAFETY TECH |TOW","$28,995","85,516 km",FALSE
"12546","2018 Volkswagen Tiguan Comfortline 4MOTION*AllPwr*Leather*Panoramic*Cruis","$17,880","100,682 km",FALSE
"12547","2018 Rolls-Royce Ghost Sedan","$249,998","59,777 km",FALSE
"12548","2018 Hyundai Santa Fe Sport 2.4L SE AWD","$13,888","145,408 km",FALSE
"12549","2018 Hyundai Elantra MINT CONDITION! LIKE NEW!  WE FINANCE ALL CREDIT","$21,995","109,010 km",FALSE
"12550","2018 Mercedes-Benz GLE GLE400|4MATIC|NAV|HARMANKARDON|360CAM|LEATHER|LED|","$28,995","111,962 km",FALSE
"12551","2018 Acura MDX Navi SH-AWD","$36,800","37,000 km",FALSE
"12552","2023 Maserati Grecale GT","$79,888","14,427 km",FALSE
"12553","2018 BMW 2 Series 230i*AWD*MSport*Navi*BSM*Camera*Cruise*NoAccident","$27,880","46,652 km",FALSE
"12554","2018 Subaru Legacy Limited NAV LEATHER SUNROOF MINT WE FINANCE","$25,495","99,984 km",FALSE
"12555","2018 Ford Escape SE 4WD w/ Heated Front Seats, Dual-Zone A/C, Rearv","$14,590","147,630 km",FALSE
"12556","2018 Mercedes-Benz GLA250 4MATIC SUV Black Friday Sales Event","$23,499","87,706 km",FALSE
"12557","2018 Honda Civic Touring  w/ Apple CarPlay & Android Auto, Dual Zon","$20,990","83,946 km",FALSE
"12558","2018 Audi Q3 2.0T Komfort","$17,999","111,112 km",FALSE
"12559","2022 Jeep Cherokee ALL TERRAIN, 4WD, RAIN SENSING WIPERS","$35,999","18,331 km",FALSE
"12560","2018 Nissan Rogue S AWD Apple CarPlay | Alloy Wheels","$18,888","37,233 km",FALSE
"12561","2020 Jeep Grand Cherokee *RARE RED EXTERIOR*","$30,975","84,683 km",FALSE
"12562","2021 Buick Envision Avenir AWD / Ventilated Seats / Navi / Leather","$27,998","87,474 km",FALSE
"12563","2021 Mazda Mazda3 GS | AUTO | BLIND SPOT | B\U CAM | HTD STEERING","$21,950","94,085 km",FALSE
"12564","2021 Ram 3500 RAM 3500 LARAMIE CREW CAB 4X4- LONGBOX - ONE OWNER","$69,995","165,105 km",FALSE
"12565","2022 Honda Civic NAVI/LEATHER/RAIN SENSING","$31,999","32,293 km",FALSE
"12566","2023 Ram 2500","$70,995","10,558 km",FALSE
"12567","2023 BMW M4 Coupe - FINANCE @$327/WK OR LEASE @$365/WK","$93,995","19,261 km",FALSE
"12568","2018 Tesla Model X 100D|FULLSELFDRIVING|FALCONDOORS|BIODEFENSE|WOOD|+","$50,995","107,223 km",FALSE
"12569","2018 Nissan Titan AWD LEATHER NAV ! LOADED! WE FINANCE ALL CREDIT!","$37,495","51,900 km",FALSE
"12570","2018 Acura TLX A-Spec*AWD*V6*NOAccidents*RedLeather*FinanceME","$24,880","104,376 km",FALSE
"12571","2018 Hyundai Elantra GL Auto","$15,910","89,434 km",FALSE
"12572","2024 Mercedes-Benz GLB250","$59,995","5,199 km",FALSE
"12573","2018 Hyundai Sonata GLS | Leather | Sunroof | Heated Seats","$15,481","102,709 km",FALSE
"12574","2018 Ford Escape SE 4WD*AllPwrOpti*HtdSeats*Camera*Cruise*LikeNew!!","$13,880","122,068 km",FALSE
"12575","2018 Volkswagen Atlas SOLD | PENDING DELIVERY","$21,988","158,125 km",FALSE
"12576","2018 Jeep WRANGLER UNLIMITED Sahara 4x4| NAV| COLD WEATHER GROUP|","$33,988","78,428 km",FALSE
"12577","2018 Mercedes-Benz E-Class AMG E 63 S | RARE WAGON | 603HP! | 20K IN OPTIONS!","$87,922","78,534 km",FALSE
"12578","2018 Ram 1500 4x4 | 5.7L HEMI | 10K TOW | ALLOYS | REAR CAM","$24,407","153,669 km",FALSE
"12579","2018 Kia Sorento EX+ V6 AWD*Leather*Panoramic*Crusie*SuperClean!","$15,880","135,400 km",FALSE
"12580","2018 Land Rover Range Rover Sport V6 Supercharged HSE Dynamic*Navi*BSM*Camera*Cruise","$41,880","80,853 km",FALSE
"12581","2018 Hyundai Elantra GL","$5,900","221,283 km",FALSE
"12582","2021 Ford Explorer ST","$48,995","30,000 km",FALSE
"12583","2018 Toyota RAV4 LE, Leather Heated Seats, Bluetooth, Safety Cert","$19,499","148,746 km",FALSE
"12584","2018 Honda CR-V EX AWD","$24,900","120,416 km",FALSE
"12585","2018 Audi Q7 Komfort|QUATTRO|TIPTRONIC|NAV|7PASS|BROWNLEATHER|+","$31,987","79,858 km",FALSE
"12586","2018 Ford EcoSport SE","$16,388","48,607 km",FALSE
"12587","2018 Hyundai Santa Fe","$15,888","173,391 km",FALSE
"12588","2018 Porsche Cayenne GTS | AWD | 21 | Sport Chrono Pkg | PASM | Premium","$52,995","85,850 km",FALSE
"12589","2018 Chevrolet Colorado Extended Cab Work Truck | Tow Pkg | 4X4","$27,995","59,240 km",FALSE
"12590","2018 Mercedes-Benz C-Class C 300 Premium Pkg|* IDP *| Night Pkg | Heated Stee","$26,666","76,000 km",FALSE
"12591","2018 Honda Civic Sedan LX CLEAN CARFAX | APPLE CARPLAY | LOW KMS","$20,688","86,033 km",FALSE
"12592","2024 Volkswagen ID.4 ID.4 PRO S AWD","$63,695","10,000 km",FALSE
"12593","2018 Acura TLX Tech SH-AWD w/Tehnology Package | LOW KMS | CLEAN","$27,588","55,275 km",FALSE
"12594","2018 Kia Sportage LX LOW KMS | HEATED SEATS | SAFETY CERTIFIED","$16,988","70,811 km",FALSE
"12595","2018 Jeep Grand Cherokee Overland 4x4","$33,000","79,000 km",FALSE
"12596","2018 Toyota Camry LE Auto","$22,500","92,000 km",FALSE
"12597","2018 Honda CR-V EX-L AWD ONE OWNER | ACCIDENT FREE","$26,690","65,116 km",FALSE
"12598","2018 Kia Forte LX LOW KMS | CLEAN CARFAX | MANUAL TRANSMISSION |","$13,488","50,523 km",FALSE
"12599","2018 Kia Soul EX+ CLEAN CARFAX | APPLE CARPLAY |","$16,588","85,423 km",FALSE
"12600","2018 Cadillac ATS 2.0L Turbo | AWD | BOSE | Moonroof | Htd Lthr","$18,995","102,957 km",FALSE
"12601","2018 Nissan Murano Platinum AWD | Fully Loaded | Panoroof | Navigatio","$23,299","79,807 km",FALSE
"12602","2023 Honda Civic Sedan EX | ONE OWNER | HONDA CERTIFIED | ALLOYS | ROOF |","$25,999","57,299 km",FALSE
"12603","2018 Ford F-150 XL 4WD SuperCrew 5.5' Box","$29,000","118,772 km",FALSE
"12604","2018 Infiniti Q50 3.0t Signature Edition AWD","$24,088","29,573 km",FALSE
"12605","2018 Jeep Cherokee North","$21,606","92,600 km",FALSE
"12606","2018 Kia Optima EX","$20,606","68,424 km",FALSE
"12607","2018 Mercedes-Benz E-Class AMG E 43 Premium3 | 360 Camera |","$44,999","111,779 km",FALSE
"12608","2018 Honda CR-V LX | AWD | ACCIDENT FREE | BACKUP CAM | CARPLAY |","$20,993","152,152 km",FALSE
"12609","2018 BMW X1 xDrive28i | AWD | Turbocharged | Heated Seats","$19,491","114,926 km",FALSE
"12610","2018 Ford Escape SEL | 4WD | 1.5L","$16,488","126,735 km",FALSE
"12611","2018 Lincoln MKC Reserve","$23,988","69,932 km",FALSE
"12612","2021 Volvo XC40 T5 AWD Momentum","$33,999","37,742 km",FALSE
"12613","2018 Ford F-150 Lariat 4WD SuperCrew 5.5 Box","$26,988","201,162 km",FALSE
"12614","2018 Ram 1500 Big Horn - V6Diesel.Bluetooth.Leatherseats.Certifi","$25,998","129,689 km",FALSE
"12615","2018 Chevrolet Cruze 4dr Sdn 1.4L LT w-1SD","$14,688","124,883 km",FALSE
"12616","2018 Ford Explorer Sport","$23,888","125,696 km",FALSE
"12617","2018 Ford Escape SE - 1 OWNER/4WD/HEATEDSEATS/REVERSE BACKUP CAMERA","$17,995","76,676 km",FALSE
"12618","2018 Ford F-150 XLT 4WD SuperCrew 5.5' Box","$26,500","180,000 km",FALSE
"12619","2018 Kia Sportage LX |  REMOTE KEYLESS ENTRY  |  FOG LIGHTS  |  AUTO","$14,888","162,008 km",FALSE
"12620","2018 Hyundai Elantra GL/UNCERTFIED","$12,398","94,140 km",FALSE
"12621","2018 Hyundai Tucson Panoramic Roof","$13,990","193,425 km",FALSE
"12622","2023 Ford Transit Cargo Van T-350 148  EL Hi Rf 9500 GVWR RWD","$99,995","16,369 km",FALSE
"12623","2018 Hyundai Tucson Premium","$18,250","81,534 km",FALSE
"12624","2018 Toyota RAV4 Hybrid Limited","$25,598","168,798 km",FALSE
"12625","2018 Volkswagen Atlas Highline |sunroof","$29,990","78,290 km",FALSE
"12626","2018 Honda Accord Sedan TOURING  |  FRONT & REAR HEATED LEATHER SEATS  |","$25,888","92,690 km",FALSE
"12627","2018 Kia Stinger","$24,350","119,000 km",FALSE
"12628","2018 MINI 3 Door CLEAN CARFAX/SERVICE RECORDS/LOW KMS!","$18,998","67,711 km",FALSE
"12629","2018 Ford Explorer SPORT, Moonroof, Leather, Nav, Htd/Cooled Frt Seat","$23,885","152,793 km",FALSE
"12630","2018 Honda Pilot Touring  AWD, Leather, Sunroof, Nav, Rear Entertai","$32,900","98,000 km",FALSE
"12631","2018 Chevrolet Camaro 1LT","$27,998","26,102 km",FALSE
"12632","2017 Acura TLX BASE","$21,888","96,785 km",FALSE
"12633","2018 Audi Q7 quattro","$30,995","97,041 km",FALSE
"12634","2018 Toyota Highlander XLE 3.5L AWD | 8 SEAT | SUNROOF | HTD SEATS | LTHR","$26,950","163,479 km",FALSE
"12635","2018 Nissan Rogue ACCIDENT FREE , ONLY 33325 KMS","$22,988","33,325 km",FALSE
"12636","2018 Toyota Highlander AWD XLE Navigation/Sunroof/8 Passengers","$21,888","203,000 km",FALSE
"12637","2018 Nissan Pathfinder 4x4 Platinum","$14,900","166,000 km",FALSE
"12638","2018 Porsche 718 Boxster PREMIUM PLUS | BOSE | 19 IN WHEELS","$65,910","61,331 km",FALSE
"12639","2018 Jeep Wrangler Unlimited Sahara New Tires, New Brake Pads.","$22,890","171,193 km",FALSE
"12640","2018 Hyundai Tucson ALL WHEEL DRIVE | PANO ROOF | GREAT CONDITION","$16,988","143,125 km",FALSE
"12641","2018 Hyundai Kona Preferred","$19,996","88,280 km",FALSE
"12642","2023 Ford Mustang Ecoboost Premium Convertible | Heated and Cooled L","$34,987","35,286 km",FALSE
"12643","2018 Audi S4 3.0 TFSI quattro Technik tiptronic","$31,900","95,200 km",FALSE
"12644","2018 Honda Civic LX MODEL, REARVIEW CAMERA, HEATED SEATS, BLUETOOTH","$18,999","109,514 km",FALSE
"12645","2018 Mitsubishi Outlander SE / AWC / 7 SEATER / ROOF /BACKCAM / NO ACCIDENTS","$18,495","114,112 km",FALSE
"12646","2018 Mazda MX-5 GS | MIATA | CONVERTIBLE | MANUAL | ALLOY WHEELS","$24,910","21,860 km",FALSE
"12647","2018 Volkswagen Golf Alltrack Rare 6-SPD Manual 4Motion - Navigation | Pano Sunr","$26,988","66,000 km",FALSE
"12648","2018 Toyota Corolla XLE - Navigation | Sunroof | Leather | Toyota Safe","$21,988","105,000 km",FALSE
"12649","2018 Ford Mustang GT  6 SPEED MANUAL!","$35,995","35,860 km",FALSE
"12650","2018 Audi Q5 Technik","$26,576","89,960 km",FALSE
"12651","2018 Ram 1500 SLT  | Rear View Camera | Heated Seats & Steering","$24,888","163,691 km",FALSE
"12652","2019 Audi Q7 55 Progressiv","$33,597","95,344 km",FALSE
"12653","2018 Audi Q3","$23,895","81,061 km",FALSE
"12654","2018 Nissan Rogue AWD SV","$12,989","230,112 km",FALSE
"12655","2018 Kia Optima LX Auto  BLUETOOTH HTD-SEATS 16-ALLOYS","$13,500","128,662 km",FALSE
"12656","2018 GMC Sierra 1500 SLE  **Z71 4X4 PKG - 5.3L V8**","$21,298","157,789 km",FALSE
"12657","2018 Jeep Compass North  **COLD WEATHER GROUP**","$19,998","75,183 km",FALSE
"12658","2018 Audi A5 Sportback 2.0 Technik  **S-LINE PKG**","$24,998","120,158 km",FALSE
"12659","2018 Nissan Altima SV  CAM BLUETOOTH HTD-SW 17-AL","$14,500","148,061 km",FALSE
"12660","2018 Jeep Grand Cherokee Summit  **3.0L ECODIESEL V6**","$27,998","143,624 km",FALSE
"12661","2018 Mazda CX-5 GT NO ACCIDENTS / ONE OWNER / AWD","$23,998","61,734 km",FALSE
"12662","2020 Lexus UX UX250h AWD HEATED SEATS BLIND SPOT ACCIDENT FREE","$29,997","89,842 km",FALSE
"12663","2018 Acura TLX Elite SH-AWD/ CERTIFIED/ NO ACCIDENTS","$26,350","90,497 km",FALSE
"12664","2018 Lincoln MKT Elite | 3RD ROW | BACKUP CAM | BT | HTD & CLD LTHR","$17,489","162,095 km",FALSE
"12665","2018 Cadillac CT6 3.0L Twin Turbo Platinum","$31,440","117,324 km",FALSE
"12666","2018 Ram 1500 ST","$16,500","184,585 km",FALSE
"12667","2018 Toyota Yaris SE Hatchback | Auto | Heated Seats | Alloy Wheels","$22,988","44,551 km",FALSE
"12668","2018 Volkswagen Atlas Comfortline | 3RD ROW | BACKUP CAM | HEATED SEATS","$24,999","117,378 km",FALSE
"12669","2018 Subaru Forester 2.0XT Touring","$15,000","172,245 km",FALSE
"12670","2018 Audi S3 Technik | BACKUP CAM | HEATED LEATHER SEATS | LANE","$31,999","82,956 km",FALSE
"12671","2018 Volkswagen Tiguan Trendline","$12,000","211,119 km",FALSE
"12672","2017 Toyota Corolla CE NO ACCIDENTS LOW KMS MANUAL","$16,588","66,110 km",FALSE
"12673","2018 Chevrolet Cruze LT Auto","$12,495","168,755 km",FALSE
"12674","2018 Toyota Prius Prime SAVE ON GAS!!, Prime, ONLY 88589 kms, Clean Carfax","$26,900","88,591 km",FALSE
"12675","2018 Honda CR-V EX-L | BACKUP CAM | BT | HTD LTHR SEATS | REMOTE S","$22,499","132,465 km",FALSE
"12676","2018 GMC Sierra 1500 Denali","$32,500","139,288 km",FALSE
"12677","2018 GMC Acadia SLE-1","$20,995","53,446 km",FALSE
